-DOCSTART- -X- O
the -X- I-O O
command -X- I-O B-EXPLOITS
and -X- I-O I-EXPLOITS
control -X- I-O I-EXPLOITS
channel. -X- I-O O
If -X- I-O O
the -X- I-O O
command -X- I-O B-EXPLOITS
and -X- I-O I-EXPLOITS
control -X- I-O I-EXPLOITS
network -X- I-O O
is -X- I-O O
a -X- I-O O
wired -X- I-O O
Internet -X- I-O O
connection, -X- I-O O
the -X- I-O O
exfiltration -X- I-O O
may -X- I-O O
occur, -X- I-O O
for -X- I-O O
example, -X- I-O O
over -X- I-O O
a -X- I-O O
WiFi -X- I-O B-NETWORK
connection, -X- I-O I-NETWORK
modem, -X- I-O B-NETWORK
cellular -X- I-O B-NETWORK
data -X- I-O I-NETWORK
connection, -X- I-O O
Bluetooth, -X- I-O B-NETWORK
or -X- I-O O
another -X- I-O O
radio -X- I-O B-NETWORK
frequency -X- I-O I-NETWORK
(RF) -X- I-O I-NETWORK
channel. -X- I-O O
Adversaries -X- I-O O
may -X- I-O O
choose -X- I-O O
to -X- I-O O
do -X- I-O O
this -X- I-O O
if -X- I-O O
they -X- I-O O
have -X- I-O O
sufficient -X- I-O O
access -X- I-O O
or -X- I-O O
proximity, -X- I-O O
and -X- I-O O
the -X- I-O O
connection -X- I-O O
might -X- I-O O
not -X- I-O O
be -X- I-O O
secured -X- I-O O
or -X- I-O O
defended -X- I-O O
as -X- I-O O
well -X- I-O O
as -X- I-O O
the -X- I-O O
primary -X- I-O O
Internet-connected -X- I-O B-NETWORK
channel -X- I-O O
because -X- I-O O
it -X- I-O O
is -X- I-O O
not -X- I-O O
routed -X- I-O O
through -X- I-O O
the -X- I-O O
same -X- I-O O
enterprise -X- I-O O
network -X- I-O O

Adversaries -X- I-O B-PER
may -X- I-O O
attempt -X- I-O O
to -X- I-O O
get -X- I-O O
a -X- I-O O
listing -X- I-O O
of -X- I-O O
open -X- I-O O
application -X- I-O O
windows. -X- I-O O
Window -X- I-O O
listings -X- I-O O
could -X- I-O O
convey -X- I-O O
information -X- I-O O
about -X- I-O O
how -X- I-O O
the -X- I-O O
system -X- I-O O
is -X- I-O O
used -X- I-O O
or -X- I-O O
give -X- I-O O
context -X- I-O O
to -X- I-O O
information -X- I-O O
collected -X- I-O O
by -X- I-O O
a -X- I-O O
keylogger. -X- I-O B-MALWARE

Adversaries -X- I-O B-PER
may -X- I-O O
use -X- I-O O
fallback -X- I-O O
or -X- I-O O
alternate -X- I-O O
communication -X- I-O O
channels -X- I-O O
if -X- I-O O
the -X- I-O O
primary -X- I-O O
channel -X- I-O O
is -X- I-O O
compromised -X- I-O O
or -X- I-O O
inaccessible -X- I-O O
in -X- I-O O
order -X- I-O O
to -X- I-O O
maintain -X- I-O O
reliable -X- I-O O
command -X- I-O B-EXPLOITS
and -X- I-O I-EXPLOITS
control -X- I-O I-EXPLOITS
and -X- I-O O
to -X- I-O O
avoid -X- I-O O
data -X- I-O O
transfer -X- I-O O
thresholds. -X- I-O O

Adversaries -X- I-O B-PER
may -X- I-O O
try -X- I-O O
to -X- I-O O
get -X- I-O O
information -X- I-O O
about -X- I-O O
registered -X- I-O O
services. -X- I-O O
Commands -X- I-O O
that -X- I-O O
may -X- I-O O
obtain -X- I-O O
information -X- I-O O
about -X- I-O O
services -X- I-O O
using -X- I-O O
operating -X- I-O O
system -X- I-O O
utilities -X- I-O O
are -X- I-O O
"sc," -X- I-O B-COMMANDS
"tasklist -X- I-O B-COMMANDS
/svc" -X- I-O I-COMMANDS
using -X- I-O O
[Tasklist](S0057), -X- I-O O
and -X- I-O O
"net -X- I-O B-COMMANDS
start" -X- I-O I-COMMANDS
using -X- I-O O
[Net](S0039), -X- I-O O
but -X- I-O O
adversaries -X- I-O O
may -X- I-O O
also -X- I-O O
use -X- I-O O
other -X- I-O O
tools -X- I-O O
as -X- I-O O
well. -X- I-O O
Adversaries -X- I-O O
may -X- I-O O
use -X- I-O O
the -X- I-O O
information -X- I-O O
from -X- I-O O
[System -X- I-O O
Service -X- I-O O
Discovery](T1007) -X- I-O O
during -X- I-O O
automated -X- I-O O
discovery -X- I-O O
to -X- I-O O
shape -X- I-O O
follow-on -X- I-O O
behaviors, -X- I-O O
including -X- I-O O
whether -X- I-O O
or -X- I-O O
not -X- I-O O
the -X- I-O O
adversary -X- I-O O
fully -X- I-O O
infects -X- I-O O
the -X- I-O O
target -X- I-O O
and/or -X- I-O O
attempts -X- I-O O
specific -X- I-O O
actions. -X- I-O O

Adversaries -X- I-O B-PER
may -X- I-O O
directly -X- I-O O
access -X- I-O O
a -X- I-O O
volume -X- I-O O
to -X- I-O O
bypass -X- I-O O
file -X- I-O O
access -X- I-O O
controls -X- I-O O
and -X- I-O O
file -X- I-O O
system -X- I-O O
monitoring. -X- I-O O
Windows -X- I-O B-DEVICES
allows -X- I-O O
programs -X- I-O O
to -X- I-O O
have -X- I-O O
direct -X- I-O O
access -X- I-O O
to -X- I-O O
logical -X- I-O O
volumes. -X- I-O O
Programs -X- I-O O
with -X- I-O O
direct -X- I-O O
access -X- I-O O
may -X- I-O O
read -X- I-O O
and -X- I-O O
write -X- I-O O
files -X- I-O O
directly -X- I-O O
from -X- I-O O
the -X- I-O O
drive -X- I-O O
by -X- I-O O
analyzing -X- I-O O
file -X- I-O O
system -X- I-O O
data -X- I-O O
structures. -X- I-O O
This -X- I-O O
technique -X- I-O O
bypasses -X- I-O O
Windows -X- I-O B-DEVICES
file -X- I-O O
access -X- I-O O
controls -X- I-O O
as -X- I-O O
well -X- I-O O
as -X- I-O O
file -X- I-O O
system -X- I-O O
monitoring -X- I-O O
tools. -X- I-O O
(Citation: -X- I-O O
Hakobyan -X- I-O O
2009) -X- I-O O
Utilities, -X- I-O O
such -X- I-O O
as -X- I-O O
NinjaCopy, -X- I-O B-EXPLOITS
exist -X- I-O O
to -X- I-O O
perform -X- I-O O
these -X- I-O O
actions -X- I-O O
in -X- I-O O
PowerShell. -X- I-O O
(Citation: -X- I-O O
Github -X- I-O O
PowerSploit -X- I-O B-EXPLOITS
Ninjacopy) -X- I-O B-EXPLOITS

Adversaries -X- I-O B-PER
may -X- I-O O
search -X- I-O O
local -X- I-O O
system -X- I-O O
sources, -X- I-O O
such -X- I-O O
as -X- I-O O
file -X- I-O O
systems -X- I-O O
or -X- I-O O
local -X- I-O O
databases, -X- I-O O
to -X- I-O O
find -X- I-O O
files -X- I-O O
of -X- I-O O
interest -X- I-O O
and -X- I-O O
sensitive -X- I-O O
data -X- I-O O
prior -X- I-O O
to -X- I-O O
Exfiltration. -X- I-O O
Adversaries -X- I-O B-PER
may -X- I-O O
do -X- I-O O
this -X- I-O O
using -X- I-O O
a -X- I-O O
[Command -X- I-O O
and -X- I-O O
Scripting -X- I-O O
Interpreter](T1059), -X- I-O O
such -X- I-O O
as -X- I-O O
[cmd](S0106), -X- I-O O
which -X- I-O O
has -X- I-O O
functionality -X- I-O O
to -X- I-O O
interact -X- I-O O
with -X- I-O O
the -X- I-O O
file -X- I-O O
system -X- I-O O
to -X- I-O O
gather -X- I-O O
information. -X- I-O O
Some -X- I-O O
adversaries -X- I-O B-PER
may -X- I-O O
also -X- I-O O
use -X- I-O O
[Automated -X- I-O B-APT
Collection](T1119) -X- I-O I-APT
on -X- I-O O
the -X- I-O O
local -X- I-O O
system. -X- I-O O

Adversaries -X- I-O B-PER
may -X- I-O O
attempt -X- I-O O
to -X- I-O O
dump -X- I-O O
the -X- I-O O
contents -X- I-O O
of -X- I-O O
`/etc/passwd` -X- I-O B-PATH
and -X- I-O O
`/etc/shadow` -X- I-O B-PATH
to -X- I-O O
enable -X- I-O O
offline -X- I-O O
password -X- I-O O
cracking. -X- I-O O
Most -X- I-O O
modern -X- I-O O
Linux -X- I-O O
operating -X- I-O O
systems -X- I-O O
use -X- I-O O
a -X- I-O O
combination -X- I-O O
of -X- I-O O
`/etc/passwd` -X- I-O B-PATH
and -X- I-O O
`/etc/shadow` -X- I-O B-PATH
to -X- I-O O
store -X- I-O O
user -X- I-O O
account -X- I-O O
information -X- I-O O
including -X- I-O O
password -X- I-O O
hashes -X- I-O O
in -X- I-O O
`/etc/shadow`. -X- I-O B-PATH
By -X- I-O O
default, -X- I-O O
`/etc/shadow` -X- I-O B-PATH
is -X- I-O O
only -X- I-O O
readable -X- I-O O
by -X- I-O O
the -X- I-O O
root -X- I-O B-PER
user.(Citation: -X- I-O I-PER
Linux -X- I-O O
Password -X- I-O O
and -X- I-O O
Shadow -X- I-O O
File -X- I-O O
Formats) -X- I-O O
The -X- I-O O
Linux -X- I-O O
utility, -X- I-O O
unshadow, -X- I-O O
can -X- I-O O
be -X- I-O O
used -X- I-O O
to -X- I-O O
combine -X- I-O O
the -X- I-O O
two -X- I-O O
files -X- I-O O
in -X- I-O O
a -X- I-O O
format -X- I-O O
suited -X- I-O O
for -X- I-O O
password -X- I-O O
cracking -X- I-O O
utilities -X- I-O O
such -X- I-O O
as -X- I-O O
John -X- I-O B-EXPLOITS
the -X- I-O I-EXPLOITS
Ripper:(Citation: -X- I-O I-EXPLOITS
nixCraft -X- I-O O
- -X- I-O O
John -X- I-O B-EXPLOITS
the -X- I-O I-EXPLOITS
Ripper) -X- I-O I-EXPLOITS
`# -X- I-O O
/usr/bin/unshadow -X- I-O B-COMMANDS
/etc/passwd -X- I-O I-COMMANDS
/etc/shadow -X- I-O I-COMMANDS
> -X- I-O I-COMMANDS
/tmp/crack.password.db` -X- I-O I-COMMANDS

Adversaries -X- I-O B-PER
may -X- I-O O
gather -X- I-O O
credentials -X- I-O O
from -X- I-O O
information -X- I-O O
stored -X- I-O O
in -X- I-O O
the -X- I-O O
Proc -X- I-O O
filesystem -X- I-O O
or -X- I-O O
`/proc`. -X- I-O B-PATH
The -X- I-O O
Proc -X- I-O O
filesystem -X- I-O O
on -X- I-O O
Linux -X- I-O O
contains -X- I-O O
a -X- I-O O
great -X- I-O O
deal -X- I-O O
of -X- I-O O
information -X- I-O O
regarding -X- I-O O
the -X- I-O O
state -X- I-O O
of -X- I-O O
the -X- I-O O
running -X- I-O O
operating -X- I-O O
system. -X- I-O O
Processes -X- I-O O
running -X- I-O O
with -X- I-O O
root -X- I-O O
privileges -X- I-O O
can -X- I-O O
use -X- I-O O
this -X- I-O O
facility -X- I-O O
to -X- I-O O
scrape -X- I-O O
live -X- I-O O
memory -X- I-O O
of -X- I-O O
other -X- I-O O
running -X- I-O O
programs. -X- I-O O
If -X- I-O O
any -X- I-O O
of -X- I-O O
these -X- I-O O
programs -X- I-O O
store -X- I-O O
passwords -X- I-O O
in -X- I-O O
clear -X- I-O O
text -X- I-O O
or -X- I-O O
password -X- I-O O
hashes -X- I-O O
in -X- I-O O
memory, -X- I-O O
these -X- I-O O
values -X- I-O O
can -X- I-O O
then -X- I-O O
be -X- I-O O
harvested -X- I-O O
for -X- I-O O
either -X- I-O O
usage -X- I-O O
or -X- I-O O
brute -X- I-O O
force -X- I-O O
attacks, -X- I-O O
respectively. -X- I-O O
This -X- I-O O
functionality -X- I-O O
has -X- I-O O
been -X- I-O O
implemented -X- I-O O
in -X- I-O O
the -X- I-O O
MimiPenguin(Citation: -X- I-O B-EXPLOITS
MimiPenguin -X- I-O B-EXPLOITS
GitHub -X- I-O O
May -X- I-O O
2017), -X- I-O O
an -X- I-O O
open -X- I-O O
source -X- I-O O
tool -X- I-O O
inspired -X- I-O O
by -X- I-O O
Mimikatz. -X- I-O B-EXPLOITS
The -X- I-O O
tool -X- I-O O
dumps -X- I-O O
process -X- I-O O
memory, -X- I-O O
then -X- I-O O
harvests -X- I-O O
passwords -X- I-O O
and -X- I-O O
hashes -X- I-O O
by -X- I-O O
looking -X- I-O O
for -X- I-O O
text -X- I-O O
strings -X- I-O O
and -X- I-O O
regex -X- I-O O
patterns -X- I-O O
for -X- I-O O
how -X- I-O O
given -X- I-O O
applications -X- I-O O
such -X- I-O O
as -X- I-O O
Gnome -X- I-O O
Keyring, -X- I-O O
sshd, -X- I-O O
and -X- I-O O
Apache -X- I-O O
use -X- I-O O
memory -X- I-O O
to -X- I-O O
store -X- I-O O
such -X- I-O O
authentication -X- I-O O
artifacts. -X- I-O O

Adversaries -X- I-O B-PER
may -X- I-O O
attempt -X- I-O O
to -X- I-O O
access -X- I-O O
credentials -X- I-O O
and -X- I-O O
other -X- I-O O
sensitive -X- I-O O
information -X- I-O O
by -X- I-O O
abusing -X- I-O O
a -X- I-O B-DEVICES
Windows -X- I-O I-DEVICES
Domain -X- I-O O
Controller's -X- I-O O
application -X- I-O O
programming -X- I-O O
interface -X- I-O O
(API)(Citation: -X- I-O O
Microsoft -X- I-O B-VENDOR
DRSR -X- I-O O
Dec -X- I-O O
2017) -X- I-O O
(Citation: -X- I-O O
Microsoft -X- I-O B-VENDOR
GetNCCChanges) -X- I-O O
(Citation: -X- I-O O
Samba -X- I-O O
DRSUAPI) -X- I-O O
(Citation: -X- I-O O
Wine -X- I-O O
API -X- I-O O
samlib.dll) -X- I-O O
to -X- I-O O
simulate -X- I-O O
the -X- I-O O
replication -X- I-O O
process -X- I-O O
from -X- I-O O
a -X- I-O O
remote -X- I-O O
domain -X- I-O O
controller -X- I-O O
using -X- I-O O
a -X- I-O O
technique -X- I-O O
called -X- I-O O
DCSync. -X- I-O O
Members -X- I-O O
of -X- I-O O
the -X- I-O O
Administrators, -X- I-O B-PER
Domain -X- I-O B-PER
Admins, -X- I-O I-PER
and -X- I-O B-PER
Enterprise -X- I-O I-PER
Admin -X- I-O I-PER
groups -X- I-O O
or -X- I-O O
computer -X- I-O O
accounts -X- I-O O
on -X- I-O O
the -X- I-O O
domain -X- I-O O
controller -X- I-O O
are -X- I-O O
able -X- I-O O
to -X- I-O O
run -X- I-O O
DCSync -X- I-O O
to -X- I-O O
pull -X- I-O O
password -X- I-O O
data(Citation: -X- I-O O
ADSecurity -X- I-O O
Mimikatz -X- I-O B-EXPLOITS
DCSync) -X- I-O I-EXPLOITS
from -X- I-O O
Active -X- I-O O
Directory, -X- I-O O
which -X- I-O O
may -X- I-O O
include -X- I-O O
current -X- I-O O
and -X- I-O O
historical -X- I-O O
hashes -X- I-O O
of -X- I-O O
potentially -X- I-O O
useful -X- I-O O
accounts -X- I-O O
such -X- I-O O
as -X- I-O O
KRBTGT -X- I-O O
and -X- I-O O
Administrators. -X- I-O B-PER
The -X- I-O O
hashes -X- I-O O
can -X- I-O O
then -X- I-O O
in -X- I-O O
turn -X- I-O O
be -X- I-O O
used -X- I-O O
to -X- I-O O
create -X- I-O O
a -X- I-O O
[Golden -X- I-O B-APT
Ticket](T1558.001) -X- I-O I-APT
for -X- I-O O
use -X- I-O O
in -X- I-O O
[Pass -X- I-O B-APT
the -X- I-O I-APT
Ticket](T1550.003)(Citation: -X- I-O I-APT
Harmj0y -X- I-O O
Mimikatz -X- I-O B-EXPLOITS
and -X- I-O O
DCSync) -X- I-O O
or -X- I-O O
change -X- I-O O
an -X- I-O O
account's -X- I-O O
password -X- I-O O
as -X- I-O O
noted -X- I-O O
in -X- I-O O
[Account -X- I-O B-APT
Manipulation](T1098).(Citation: -X- I-O I-APT
InsiderThreat -X- I-O O
ChangeNTLM -X- I-O O
July -X- I-O O
2017) -X- I-O O
DCSync -X- I-O O
functionality -X- I-O O
has -X- I-O O
been -X- I-O O
included -X- I-O O
in -X- I-O O
the -X- I-O O
"lsadump" -X- I-O O
module -X- I-O O
in -X- I-O O
[Mimikatz](S0002).(Citation: -X- I-O B-EXPLOITS
GitHub -X- I-O O
Mimikatz -X- I-O O
lsadump -X- I-O O
Module) -X- I-O O
Lsadump -X- I-O O
also -X- I-O O
includes -X- I-O O
NetSync, -X- I-O O
which -X- I-O O
performs -X- I-O O
DCSync -X- I-O O
over -X- I-O O
a -X- I-O O
legacy -X- I-O O
replication -X- I-O O
protocol.(Citation: -X- I-O O
Microsoft -X- I-O O
NRPC -X- I-O O
Dec -X- I-O O
2017) -X- I-O O

Adversaries -X- I-O B-PER
may -X- I-O O
attempt -X- I-O O
to -X- I-O O
access -X- I-O O
cached -X- I-O O
domain -X- I-O O
credentials -X- I-O O
used -X- I-O O
to -X- I-O O
allow -X- I-O O
authentication -X- I-O O
to -X- I-O O
occur -X- I-O O
in -X- I-O O
the -X- I-O O
event -X- I-O O
a -X- I-O O
domain -X- I-O O
controller -X- I-O O
is -X- I-O O
unavailable.(Citation: -X- I-O O
Microsoft -X- I-O B-VENDOR
- -X- I-O O
Cached -X- I-O O
Creds) -X- I-O O
On -X- I-O O
Windows -X- I-O B-DEVICES
Vista -X- I-O I-DEVICES
and -X- I-O O
newer, -X- I-O O
the -X- I-O O
hash -X- I-O O
format -X- I-O O
is -X- I-O O
DCC2 -X- I-O O
(Domain -X- I-O O
Cached -X- I-O O
Credentials -X- I-O O
version -X- I-O O
2) -X- I-O O
hash, -X- I-O O
also -X- I-O O
known -X- I-O O
as -X- I-O O
MS-Cache -X- I-O O
v2 -X- I-O O
hash.(Citation: -X- I-O O
PassLib -X- I-O O
mscache) -X- I-O O
The -X- I-O O
number -X- I-O O
of -X- I-O O
default -X- I-O O
cached -X- I-O O
credentials -X- I-O O
varies -X- I-O O
and -X- I-O O
can -X- I-O O
be -X- I-O O
altered -X- I-O O
per -X- I-O O
system. -X- I-O O
This -X- I-O O
hash -X- I-O O
does -X- I-O O
not -X- I-O O
allow -X- I-O O
pass-the-hash -X- I-O O
style -X- I-O O
attacks, -X- I-O O
and -X- I-O O
instead -X- I-O O
requires -X- I-O O
[Password -X- I-O B-EXPLOITS
Cracking](T1110.002) -X- I-O I-EXPLOITS
to -X- I-O O
recover -X- I-O O
the -X- I-O O
plaintext -X- I-O O
password.(Citation: -X- I-O O
ired -X- I-O O
mscache) -X- I-O O
With -X- I-O O
SYSTEM -X- I-O O
access, -X- I-O O
the -X- I-O O
tools/utilities -X- I-O O
such -X- I-O O
as -X- I-O O
[Mimikatz](S0002), -X- I-O B-EXPLOITS
[Reg](S0075), -X- I-O O
and -X- I-O O
secretsdump.py -X- I-O B-EXPLOITS
can -X- I-O O
be -X- I-O O
used -X- I-O O
to -X- I-O O
extract -X- I-O O
the -X- I-O O
cached -X- I-O O
credentials. -X- I-O O
Note: -X- I-O O
Cached -X- I-O O
credentials -X- I-O O
for -X- I-O O
Windows -X- I-O B-DEVICES
Vista -X- I-O I-DEVICES
are -X- I-O O
derived -X- I-O O
using -X- I-O O
PBKDF2.(Citation: -X- I-O O
PassLib -X- I-O O
mscache) -X- I-O O

Adversaries -X- I-O B-PER
with -X- I-O O
SYSTEM -X- I-O O
access -X- I-O O
to -X- I-O O
a -X- I-O O
host -X- I-O O
may -X- I-O O
attempt -X- I-O O
to -X- I-O O
access -X- I-O O
Local -X- I-O O
Security -X- I-O O
Authority -X- I-O O
(LSA) -X- I-O O
secrets, -X- I-O O
which -X- I-O O
can -X- I-O O
contain -X- I-O O
a -X- I-O O
variety -X- I-O O
of -X- I-O O
different -X- I-O O
credential -X- I-O O
materials, -X- I-O O
such -X- I-O O
as -X- I-O O
credentials -X- I-O O
for -X- I-O O
service -X- I-O O
accounts.(Citation: -X- I-O O
Passcape -X- I-O O
LSA -X- I-O O
Secrets)(Citation: -X- I-O O
Microsoft -X- I-O O
AD -X- I-O O
Admin -X- I-O O
Tier -X- I-O O
Model)(Citation: -X- I-O O
Tilbury -X- I-O O
Windows -X- I-O O
Credentials) -X- I-O O
LSA -X- I-O O
secrets -X- I-O O
are -X- I-O O
stored -X- I-O O
in -X- I-O O
the -X- I-O O
registry -X- I-O O
at -X- I-O O
`HKEYI-OLOCALI-OMACHINE\SECURITY\Policy\Secrets`. -X- I-O B-PATH
LSA -X- I-O O
secrets -X- I-O O
can -X- I-O O
also -X- I-O O
be -X- I-O O
dumped -X- I-O O
from -X- I-O O
memory.(Citation: -X- I-O O
ired -X- I-O O
Dumping -X- I-O O
LSA -X- I-O O
Secrets) -X- I-O O
[Reg](S0075) -X- I-O O
can -X- I-O O
be -X- I-O O
used -X- I-O O
to -X- I-O O
extract -X- I-O O
from -X- I-O O
the -X- I-O O
Registry. -X- I-O O
[Mimikatz](S0002) -X- I-O B-EXPLOITS
can -X- I-O O
be -X- I-O O
used -X- I-O O
to -X- I-O O
extract -X- I-O O
secrets -X- I-O O
from -X- I-O O
memory.(Citation: -X- I-O O
ired -X- I-O O
Dumping -X- I-O O
LSA -X- I-O O
Secrets) -X- I-O O

Adversaries -X- I-O B-PER
may -X- I-O O
attempt -X- I-O O
to -X- I-O O
access -X- I-O O
or -X- I-O O
create -X- I-O O
a -X- I-O O
copy -X- I-O O
of -X- I-O O
the -X- I-O O
Active -X- I-O O
Directory -X- I-O O
domain -X- I-O O
database -X- I-O O
in -X- I-O O
order -X- I-O O
to -X- I-O O
steal -X- I-O O
credential -X- I-O O
information, -X- I-O O
as -X- I-O O
well -X- I-O O
as -X- I-O O
obtain -X- I-O O
other -X- I-O O
information -X- I-O O
about -X- I-O O
domain -X- I-O O
members -X- I-O O
such -X- I-O O
as -X- I-O O
devices, -X- I-O O
users, -X- I-O O
and -X- I-O O
access -X- I-O O
rights. -X- I-O O
By -X- I-O O
default, -X- I-O O
the -X- I-O O
NTDS -X- I-O O
file -X- I-O O
(NTDS.dit) -X- I-O O
is -X- I-O O
located -X- I-O O
in -X- I-O O
`%SystemRoot%\NTDS\Ntds.dit` -X- I-O B-PATH
of -X- I-O O
a -X- I-O O
domain -X- I-O O
controller.(Citation: -X- I-O O
Wikipedia -X- I-O O
Active -X- I-O O
Directory) -X- I-O O
In -X- I-O O
addition -X- I-O O
to -X- I-O O
looking -X- I-O O
for -X- I-O O
NTDS -X- I-O O
files -X- I-O O
on -X- I-O O
active -X- I-O O
Domain -X- I-O O
Controllers, -X- I-O O
attackers -X- I-O O
may -X- I-O O
search -X- I-O O
for -X- I-O O
backups -X- I-O O
that -X- I-O O
contain -X- I-O O
the -X- I-O O
same -X- I-O O
or -X- I-O O
similar -X- I-O O
information.(Citation: -X- I-O O
Metcalf -X- I-O O
2015) -X- I-O O
The -X- I-O O
following -X- I-O O
tools -X- I-O O
and -X- I-O O
techniques -X- I-O O
can -X- I-O O
be -X- I-O O
used -X- I-O O
to -X- I-O O
enumerate -X- I-O O
the -X- I-O O
NTDS -X- I-O O
file -X- I-O O
and -X- I-O O
the -X- I-O O
contents -X- I-O O
of -X- I-O O
the -X- I-O O
entire -X- I-O O
Active -X- I-O O
Directory -X- I-O O
hashes. -X- I-O O
* -X- I-O O
Volume -X- I-O O
Shadow -X- I-O O
Copy -X- I-O O
* -X- I-O O
secretsdump.py -X- I-O B-EXPLOITS
* -X- I-O O
Using -X- I-O O
the -X- I-O O
in-built -X- I-O O
Windows -X- I-O O
tool, -X- I-O O
ntdsutil.exe -X- I-O O
* -X- I-O O
Invoke-NinjaCopy -X- I-O B-EXPLOITS

Adversaries -X- I-O B-PER
may -X- I-O O
attempt -X- I-O O
to -X- I-O O
extract -X- I-O O
credential -X- I-O O
material -X- I-O O
from -X- I-O O
the -X- I-O O
Security -X- I-O O
Account -X- I-O O
Manager -X- I-O O
(SAM) -X- I-O O
database -X- I-O O
either -X- I-O O
through -X- I-O O
in-memory -X- I-O O
techniques -X- I-O O
or -X- I-O O
through -X- I-O O
the -X- I-O O
Windows -X- I-O B-DEVICES
Registry -X- I-O O
where -X- I-O O
the -X- I-O O
SAM -X- I-O O
database -X- I-O O
is -X- I-O O
stored. -X- I-O O
The -X- I-O O
SAM -X- I-O O
is -X- I-O O
a -X- I-O O
database -X- I-O O
file -X- I-O O
that -X- I-O O
contains -X- I-O O
local -X- I-O O
accounts -X- I-O O
for -X- I-O O
the -X- I-O O
host, -X- I-O O
typically -X- I-O O
those -X- I-O O
found -X- I-O O
with -X- I-O O
the -X- I-O O
`net -X- I-O B-COMMANDS
user` -X- I-O I-COMMANDS
command. -X- I-O O
Enumerating -X- I-O O
the -X- I-O O
SAM -X- I-O O
database -X- I-O O
requires -X- I-O O
SYSTEM -X- I-O O
level -X- I-O O
access. -X- I-O O
A -X- I-O O
number -X- I-O O
of -X- I-O O
tools -X- I-O O
can -X- I-O O
be -X- I-O O
used -X- I-O O
to -X- I-O O
retrieve -X- I-O O
the -X- I-O O
SAM -X- I-O O
file -X- I-O O
through -X- I-O O
in-memory -X- I-O O
techniques: -X- I-O O
* -X- I-O O
pwdumpx.exe -X- I-O B-EXPLOITS
* -X- I-O O
[gsecdump](S0008) -X- I-O O
* -X- I-O O
[Mimikatz](S0002) -X- I-O B-EXPLOITS
* -X- I-O O
secretsdump.py -X- I-O B-EXPLOITS
Alternatively, -X- I-O O
the -X- I-O O
SAM -X- I-O O
can -X- I-O O
be -X- I-O O
extracted -X- I-O O
from -X- I-O O
the -X- I-O O
Registry -X- I-O O
with -X- I-O O
Reg: -X- I-O O
* -X- I-O O
`reg -X- I-O B-COMMANDS
save -X- I-O I-COMMANDS
HKLM\sam -X- I-O I-COMMANDS
sam` -X- I-O I-COMMANDS
* -X- I-O O
`reg -X- I-O B-COMMANDS
save -X- I-O I-COMMANDS
HKLM\system -X- I-O I-COMMANDS
system` -X- I-O I-COMMANDS
Creddump7 -X- I-O B-EXPLOITS
can -X- I-O O
then -X- I-O O
be -X- I-O O
used -X- I-O O
to -X- I-O O
process -X- I-O O
the -X- I-O O
SAM -X- I-O O
database -X- I-O O
locally -X- I-O O
to -X- I-O O
retrieve -X- I-O O
hashes.(Citation: -X- I-O O
GitHub -X- I-O O
Creddump7) -X- I-O O
Notes: -X- I-O O
* -X- I-O O
RID -X- I-O O
500 -X- I-O O
account -X- I-O O
is -X- I-O O
the -X- I-O O
local, -X- I-O O
built-in -X- I-O O
administrator. -X- I-O O
* -X- I-O O
RID -X- I-O O
501 -X- I-O O
is -X- I-O O
the -X- I-O O
guest -X- I-O O
account. -X- I-O O
* -X- I-O O
User -X- I-O O
accounts -X- I-O O
start -X- I-O O
with -X- I-O O
a -X- I-O O
RID -X- I-O O
of -X- I-O O
1,000+. -X- I-O O

Adversaries -X- I-O B-PER
may -X- I-O O
attempt -X- I-O O
to -X- I-O O
access -X- I-O O
credential -X- I-O O
material -X- I-O O
stored -X- I-O O
in -X- I-O O
the -X- I-O O
process -X- I-O O
memory -X- I-O O
of -X- I-O O
the -X- I-O O
Local -X- I-O O
Security -X- I-O O
Authority -X- I-O O
Subsystem -X- I-O O
Service -X- I-O O
(LSASS). -X- I-O O
After -X- I-O O
a -X- I-O O
user -X- I-O O
logs -X- I-O O
on, -X- I-O O
the -X- I-O O
system -X- I-O O
generates -X- I-O O
and -X- I-O O
stores -X- I-O O
a -X- I-O O
variety -X- I-O O
of -X- I-O O
credential -X- I-O O
materials -X- I-O O
in -X- I-O O
LSASS -X- I-O O
process -X- I-O O
memory. -X- I-O O
These -X- I-O O
credential -X- I-O O
materials -X- I-O O
can -X- I-O O
be -X- I-O O
harvested -X- I-O O
by -X- I-O O
an -X- I-O O
administrative -X- I-O O
user -X- I-O B-PER
or -X- I-O O
SYSTEM -X- I-O O
and -X- I-O O
used -X- I-O O
to -X- I-O O
conduct -X- I-O O
[Lateral -X- I-O B-APT
Movement](TA0008) -X- I-O I-APT
using -X- I-O O
[Use -X- I-O O
Alternate -X- I-O O
Authentication -X- I-O O
Material](T1550). -X- I-O O
As -X- I-O O
well -X- I-O O
as -X- I-O O
