-DOCSTART- -X- O
known -X- I-O O
packers -X- I-O O
is -X- I-O O
available, -X- I-O O
(Citation: -X- I-O O
Wikipedia -X- I-O B-ORG
Exe -X- I-O O
Compression) -X- I-O O
but -X- I-O O
adversaries -X- I-O O
may -X- I-O O
create -X- I-O O
their -X- I-O O
own -X- I-O O
packing -X- I-O O
techniques -X- I-O O
that -X- I-O O
do -X- I-O O
not -X- I-O O
leave -X- I-O O
the -X- I-O O
same -X- I-O O
artifacts -X- I-O O
as -X- I-O O
well-known -X- I-O O
packers -X- I-O O
to -X- I-O O
evade -X- I-O O
defenses. -X- I-O O

Adversaries -X- I-O B-PER
may -X- I-O O
use -X- I-O O
[Valid -X- I-O O
Accounts](T1078) -X- I-O O
to -X- I-O O
interact -X- I-O O
with -X- I-O O
remote -X- I-O O
systems -X- I-O O
using -X- I-O O
Windows -X- I-O O
Remote -X- I-O O
Management -X- I-O O
(WinRM). -X- I-O O
The -X- I-O O
adversary -X- I-O O
may -X- I-O O
then -X- I-O O
perform -X- I-O O
actions -X- I-O O
as -X- I-O O
the -X- I-O O
logged-on -X- I-O O
user. -X- I-O O
WinRM -X- I-O O
is -X- I-O O
the -X- I-O O
name -X- I-O O
of -X- I-O O
both -X- I-O O
a -X- I-O O
Windows -X- I-O B-DEVICES
service -X- I-O O
and -X- I-O O
a -X- I-O O
protocol -X- I-O O
that -X- I-O O
allows -X- I-O O
a -X- I-O O
user -X- I-O O
to -X- I-O O
interact -X- I-O O
with -X- I-O O
a -X- I-O O
remote -X- I-O O
system -X- I-O O
(e.g., -X- I-O O
run -X- I-O O
an -X- I-O O
executable, -X- I-O O
modify -X- I-O O
the -X- I-O O
Registry, -X- I-O O
modify -X- I-O O
services).(Citation: -X- I-O O
Microsoft -X- I-O B-VENDOR
WinRM) -X- I-O O
It -X- I-O O
may -X- I-O O
be -X- I-O O
called -X- I-O O
with -X- I-O O
the -X- I-O O
`winrm` -X- I-O B-COMMANDS
command -X- I-O O
or -X- I-O O
by -X- I-O O
any -X- I-O O
number -X- I-O O
of -X- I-O O
programs -X- I-O O
such -X- I-O O
as -X- I-O O
PowerShell.(Citation: -X- I-O O
Jacobsen -X- I-O O
2014) -X- I-O O
WinRM -X- I-O B-COMMANDS
can -X- I-O O
be -X- I-O O
used -X- I-O O
as -X- I-O O
a -X- I-O O
method -X- I-O O
of -X- I-O O
remotely -X- I-O O
interacting -X- I-O O
with -X- I-O O
[Windows -X- I-O B-DEVICES
Management -X- I-O O
Instrumentation](T1047).(Citation: -X- I-O O
MSDN -X- I-O B-ORG
WMI) -X- I-O O

Adversaries -X- I-O B-PER
may -X- I-O O
search -X- I-O O
connected -X- I-O O
removable -X- I-O O
media -X- I-O O
on -X- I-O O
computers -X- I-O O
they -X- I-O O
have -X- I-O O
compromised -X- I-O O
to -X- I-O O
find -X- I-O O
files -X- I-O O
of -X- I-O O
interest. -X- I-O O
Sensitive -X- I-O O
data -X- I-O O
can -X- I-O O
be -X- I-O O
collected -X- I-O O
from -X- I-O O
any -X- I-O O
removable -X- I-O O
media -X- I-O O
(optical -X- I-O O
disk -X- I-O O
drive, -X- I-O O
USB -X- I-O O
memory, -X- I-O O
etc.) -X- I-O O
connected -X- I-O O
to -X- I-O O
the -X- I-O O
compromised -X- I-O O
system -X- I-O O
prior -X- I-O O
to -X- I-O O
Exfiltration. -X- I-O B-EXPLOITS
Interactive -X- I-O O
command -X- I-O O
shells -X- I-O O
may -X- I-O O
be -X- I-O O
in -X- I-O O
use, -X- I-O O
and -X- I-O O
common -X- I-O O
functionality -X- I-O O
within -X- I-O O
[cmd](S0106) -X- I-O O
may -X- I-O O
be -X- I-O O
used -X- I-O O
to -X- I-O O
gather -X- I-O O
information. -X- I-O O
Some -X- I-O O
adversaries -X- I-O B-PER
may -X- I-O O
also -X- I-O O
use -X- I-O O
[Automated -X- I-O O
Collection](T1119) -X- I-O O
on -X- I-O O
removable -X- I-O O
media. -X- I-O O

Adversaries -X- I-O B-PER
may -X- I-O O
use -X- I-O O
[Valid -X- I-O O
Accounts](T1078) -X- I-O O
to -X- I-O O
log -X- I-O O
into -X- I-O O
remote -X- I-O B-NETWORK
machines -X- I-O I-NETWORK
using -X- I-O O
Secure -X- I-O O
Shell -X- I-O O
(SSH). -X- I-O B-COMMANDS
The -X- I-O O
adversary -X- I-O O
may -X- I-O O
then -X- I-O O
perform -X- I-O O
actions -X- I-O O
as -X- I-O O
the -X- I-O O
logged-on -X- I-O O
user. -X- I-O O
SSH -X- I-O O
is -X- I-O O
a -X- I-O O
protocol -X- I-O O
that -X- I-O O
allows -X- I-O O
authorized -X- I-O O
users -X- I-O O
to -X- I-O O
open -X- I-O O
remote -X- I-O O
shells -X- I-O O
on -X- I-O O
other -X- I-O O
computers. -X- I-O O
Many -X- I-O O
Linux -X- I-O B-DEVICES
and -X- I-O O
macOS -X- I-O B-DEVICES
versions -X- I-O O
come -X- I-O O
with -X- I-O O
SSH -X- I-O O
installed -X- I-O O
by -X- I-O O
default, -X- I-O O
although -X- I-O O
typically -X- I-O O
disabled -X- I-O O
until -X- I-O O
the -X- I-O O
user -X- I-O B-PER
enables -X- I-O O
it. -X- I-O O
The -X- I-O O
SSH -X- I-O O
server -X- I-O O
can -X- I-O O
be -X- I-O O
configured -X- I-O O
to -X- I-O O
use -X- I-O O
standard -X- I-O O
password -X- I-O O
authentication -X- I-O O
or -X- I-O O
public-private -X- I-O O
keypairs -X- I-O O
in -X- I-O O
lieu -X- I-O O
of -X- I-O O
or -X- I-O O
in -X- I-O O
addition -X- I-O O
to -X- I-O O
a -X- I-O O
password. -X- I-O O
In -X- I-O O
this -X- I-O O
authentication -X- I-O O
scenario, -X- I-O O
the -X- I-O O
userâ€™s -X- I-O O
public -X- I-O O
key -X- I-O O
must -X- I-O O
be -X- I-O O
in -X- I-O O
a -X- I-O O
special -X- I-O O
file -X- I-O O
on -X- I-O O
the -X- I-O O
computer -X- I-O O
running -X- I-O O
the -X- I-O O
server -X- I-O O
that -X- I-O O
lists -X- I-O O
which -X- I-O O
keypairs -X- I-O O
are -X- I-O O
allowed -X- I-O O
to -X- I-O O
login -X- I-O O
as -X- I-O O
that -X- I-O O
user. -X- I-O O

Adversaries -X- I-O B-PER
may -X- I-O O
use -X- I-O O
[Valid -X- I-O O
Accounts](T1078) -X- I-O O
to -X- I-O O
interact -X- I-O O
with -X- I-O O
remote -X- I-O B-NETWORK
machines -X- I-O I-NETWORK
by -X- I-O O
taking -X- I-O O
advantage -X- I-O O
of -X- I-O O
Distributed -X- I-O B-NETWORK
Component -X- I-O I-NETWORK
Object -X- I-O I-NETWORK
Model -X- I-O I-NETWORK
(DCOM). -X- I-O O
The -X- I-O O
adversary -X- I-O O
may -X- I-O O
then -X- I-O O
perform -X- I-O O
actions -X- I-O O
as -X- I-O O
the -X- I-O O
logged-on -X- I-O O
user. -X- I-O B-PER
The -X- I-O O
Windows -X- I-O B-DEVICES
Component -X- I-O O
Object -X- I-O O
Model -X- I-O O
(COM) -X- I-O O
is -X- I-O O
a -X- I-O O
component -X- I-O O
of -X- I-O O
the -X- I-O O
native -X- I-O O
Windows -X- I-O O
application -X- I-O O
programming -X- I-O O
interface -X- I-O O
(API) -X- I-O O
that -X- I-O O
enables -X- I-O O
interaction -X- I-O O
between -X- I-O O
software -X- I-O O
objects, -X- I-O O
or -X- I-O O
executable -X- I-O O
code -X- I-O O
that -X- I-O O
implements -X- I-O O
one -X- I-O O
or -X- I-O O
more -X- I-O O
interfaces. -X- I-O O
Through -X- I-O O
COM, -X- I-O O
a -X- I-O O
client -X- I-O B-PER
object -X- I-O O
can -X- I-O O
call -X- I-O O
methods -X- I-O O
of -X- I-O O
server -X- I-O O
objects, -X- I-O O
which -X- I-O O
are -X- I-O O
typically -X- I-O O
Dynamic -X- I-O O
Link -X- I-O O
Libraries -X- I-O O
(DLL) -X- I-O O
or -X- I-O O
executables -X- I-O O
(EXE). -X- I-O O
Distributed -X- I-O O
COM -X- I-O O
(DCOM) -X- I-O O
is -X- I-O O
transparent -X- I-O O
middleware -X- I-O O
that -X- I-O O
extends -X- I-O O
the -X- I-O O
functionality -X- I-O O
of -X- I-O O
COM -X- I-O O
beyond -X- I-O O
a -X- I-O O
local -X- I-O O
computer -X- I-O O
using -X- I-O O
remote -X- I-O O
procedure -X- I-O O
call -X- I-O O
(RPC) -X- I-O O
technology.(Citation: -X- I-O O
Fireeye -X- I-O O
Hunting -X- I-O O
COM -X- I-O O
June -X- I-O O
2019)(Citation: -X- I-O O
Microsoft -X- I-O B-VENDOR
COM) -X- I-O O
Permissions -X- I-O O
to -X- I-O O
interact -X- I-O O
with -X- I-O O
local -X- I-O O
and -X- I-O B-NETWORK
remote -X- I-O I-NETWORK
server -X- I-O I-NETWORK
COM -X- I-O O
objects -X- I-O O
are -X- I-O O
specified -X- I-O O
by -X- I-O O
access -X- I-O B-NETWORK
control -X- I-O I-NETWORK
lists -X- I-O I-NETWORK
(ACL) -X- I-O O
in -X- I-O O
the -X- I-O O
Registry.(Citation: -X- I-O O
Microsoft -X- I-O B-VENDOR
Process -X- I-O O
Wide -X- I-O O
Com -X- I-O O
Keys) -X- I-O O
By -X- I-O O
default, -X- I-O O
only -X- I-O O
Administrators -X- I-O O
may -X- I-O O
remotely -X- I-O O
activate -X- I-O O
and -X- I-O O
launch -X- I-O O
COM -X- I-O O
objects -X- I-O O
through -X- I-O O
DCOM.(Citation: -X- I-O O
Microsoft -X- I-O B-VENDOR
COM -X- I-O O
ACL) -X- I-O O
Through -X- I-O O
DCOM, -X- I-O O
adversaries -X- I-O O
operating -X- I-O O
in -X- I-O O
the -X- I-O O
context -X- I-O O
of -X- I-O O
an -X- I-O O
appropriately -X- I-O O
privileged -X- I-O O
user -X- I-O O
can -X- I-O O
remotely -X- I-O O
obtain -X- I-O O
arbitrary -X- I-O O
and -X- I-O O
even -X- I-O O
direct -X- I-O O
shellcode -X- I-O B-EXPLOITS
execution -X- I-O I-EXPLOITS
through -X- I-O O
Office -X- I-O O
applications(Citation: -X- I-O O
Enigma -X- I-O O
Outlook -X- I-O O
DCOM -X- I-O O
Lateral -X- I-O O
Movement -X- I-O O
Nov -X- I-O O
2017) -X- I-O O
as -X- I-O O
well -X- I-O O
as -X- I-O O
other -X- I-O O
Windows -X- I-O O
objects -X- I-O O
that -X- I-O O
contain -X- I-O O
insecure -X- I-O O
methods.(Citation: -X- I-O O
Enigma -X- I-O O
MMC20 -X- I-O O
COM -X- I-O O
Jan -X- I-O O
2017)(Citation: -X- I-O O
Enigma -X- I-O O
DCOM -X- I-O O
Lateral -X- I-O O
Movement -X- I-O O
Jan -X- I-O O
2017) -X- I-O O
DCOM -X- I-O O
can -X- I-O O
also -X- I-O O
execute -X- I-O O
macros -X- I-O O
in -X- I-O O
existing -X- I-O O
documents(Citation: -X- I-O O
Enigma -X- I-O O
Excel -X- I-O O
DCOM -X- I-O O
Sept -X- I-O O
2017) -X- I-O O
and -X- I-O O
may -X- I-O O
also -X- I-O O
invoke -X- I-O O
[Dynamic -X- I-O O
Data -X- I-O O
Exchange](T1559.002) -X- I-O O
(DDE) -X- I-O O
execution -X- I-O O
directly -X- I-O O
through -X- I-O O
a -X- I-O O
COM -X- I-O O
created -X- I-O O
instance -X- I-O O
of -X- I-O O
a -X- I-O O
Microsoft -X- I-O O
Office -X- I-O O
application(Citation: -X- I-O O
Cyberreason -X- I-O O
DCOM -X- I-O O
DDE -X- I-O O
Lateral -X- I-O O
Movement -X- I-O O
Nov -X- I-O O
2017), -X- I-O O
bypassing -X- I-O O
the -X- I-O O
need -X- I-O O
for -X- I-O O
a -X- I-O O
malicious -X- I-O O
document. -X- I-O O
DCOM -X- I-O O
can -X- I-O O
be -X- I-O O
used -X- I-O O
as -X- I-O O
a -X- I-O O
method -X- I-O O
of -X- I-O O
remotely -X- I-O O
interacting -X- I-O O
with -X- I-O O
[Windows -X- I-O O
Management -X- I-O O
Instrumentation](T1047). -X- I-O O
(Citation: -X- I-O O
MSDN -X- I-O O
WMI) -X- I-O O

